	review	rating
19006	Display is good, very less functions in music player and camera. Hearing in left side is big hardware issue.	3
19007	Writing this review after using this phone for two weeks.Pros:1. Superb built quality and great look.2. Great display.3. Superb processor, no lag on day to day usage.4. Good camera, but still there is a scope of improvement.5. Good cellular quality.6. Even though it does not support fast charging, it does not take much time to get charge.7. Provided with silicon cover.8. No heating issue.Cons:1. No type C port.2. No EIS support for video recording.3. Sound is comparatively low.4. At times it struggles in capturing photo in portrait mode from front camera.Overall a good device considering the price. Also got a six month display warranty as I got it during sale. Highly recommended if the budget is 15k.	5
19008	Device is good looking MI inf,  camera too is ok at this price range. works well for smart users. I bought for my mom first smart phone user. Battery and Appearance - this phone is very good.READ MORE	4
19009	Good phone but according to features, price is high. Go to note 5 pro @12999 instead of mine 6 pro@10999 for better phone.	3
19010	superb all	5
19011	Network issue.very bad network capturing quality.not working smooth.very bad experience with mi A2	2
19012	Good phone. But processor is not bestCamera is average	4
19013	Dear sir/madamMobile delivered with bill and all accessories except warranty card and user guide. On website of mi these are shown as package items.Kindly provide warranty card and user guide for delivered Redmi 6 pro asap.	4
19014	Not much as impressive	3
19015	I always prefer a pure Android os like this super	4
19016	Nook	5
19017	Amazing Amazon with Amazing Huawei mobile...	5
19018	I absolutely loved this product.Its features are amazing.Picture quality is so good. Such clear and amazing pictures.Even the screen looks like a 4K screen. So clear and vivid colours. You'll love everything and the additional features to add to the screen for vivid colours.It also has a feature to stop blue light from a certain time. Eg. From 10PM-6PM. Which will let you sleep on time and comfort your eyes in the dark.Sound quality is good too.Storage is very good. You can add a memory card too. Which is a plus point. Since you can't add an additional memory card to a phone which already has a dual sim slot.Also, the appearance looks very elegant.I absolutely love the back cover. The blue shiny thing looks super classy	5
19019	Sounds quality beter	3
19020	Super mobile. Nice screen	5
19021	its value for money, pros - display, CPU, front cam, battery life ; cons - fast charging, cam in low light, phone size	4
19022	After 2 month of purchase speakers are not working	2
19023	Such a nice product	5
19024	battery quality is best,100 percent charge 30hr plusREAD MORE	5
19025	Phone is very slow...apps are not opening quickly, camera is not so good.....not happy by its overall performance....not recommend to purchase it.	1
19026	Amazing phone, nice to hold ,good battery backup osm 📷😊👌👌👌	5
19027	Nice except camera !! Overall worth for money !	5
19028	Excellent build quality with power pack performance	5
19029	Speak not good	1
19030	SOUND QUALITY IS NOT GOOD..  PLEASE DONT BUY THIS PHONE..  MIDNIGHT CAMERA IS NOT GOOD..  IF YOU NEED BEST PHONE PLEASE WAIT TILL FEBRUARY,  REDMI NOTE 7 WILL LAUNCH AND BUY..  PLZ DON'T BUY THIS PRODUCT...	1
19031	Picture quality is excellent, even sound quality and battery life is quite impressive. Many new features have been introduced which is very much admirable....	5
19032	Just a very nice mobile phone and happy to use it	5
19033	Looks pretty, that's about it. Heats up alarmingly at times. Battery is strictly meh. Occasional stutters are common. Camera is reasonable under good lighting. No Miracast support.	2
19034	nice budget phone great camera qualityREAD MORE	5
19035	It's truely paisa vasul	5
19036	Got Honor 8x yesterdayPros :1) Solid design2) Good processor and speed3) Display is awesome4) Front camera is GoodCons:1) Rear Camera is really Ok2) And sound is also not upto the markBut at this price range this is the beast compare to many other available in the market	4
19037	Nice mobile but notification light is not working...:(	3
19038	Very nice back camera, display and backup	5
19039	Nice fon as expected from mi range of xiomi but there is a problem with ambient light sensor which i think xiomi will correct with update	4
19040	Voice is not clear while on a call. Not sure why. Tried restarting but didn't resolve the issue. Rest everything is fine Have to return the product. Not satisfied.	3
19041	Great picture quality, better battery back up, sound quality also nice. And Great design ever.	5
19042	I like this phone very much	5
19043	Good sound quality ..rear camera not so good..selfie camera is good..	3
19044	Camera is yellow Sade	5
19045	Best Phone And Value For Money. My OpinionREAD MORE	5
19046	Camera quality is average. Speaker volume is low.. Hands free quality is very poor... Overall average phone.. Not worth Rs 20000.00	2
19047	Over all..its good.. But it gets hot at the top left corner ...even when you listen music or surf in internet.. Phones camera is good. And the screen is Fantastic,good for gaming. Video playback quality is awsm :p Need to charge it twice a day. LG's UI is also Good. Sound quality is not that good juz avg. I read that it's processor is somewhere around the volume button frame so..we can feel it there.. Am I the only one having this prob? Or anyone else??  Thank you 😊	4
19048	After using two days of this phone the picture quality is superb!! Sound is average and lot of value of money	5
19049	Superb Experience	5
19050	Good phone for use but battory is non removabel camra is good some heating problem	4
19051	Product was hang sometime i will resend	1
19052	Recieved the product in good condition. But the protective cover is not of the required size. The holes do not match and its quite small for the phone. Kindly check.	4
19053	Good prouduct	5
19054	Great phone.Good looking and fast.Thanks Huawei.	5
19055	Received a damaged product. Rear camera lens damaged	3
19056	Superb build quality... Value for money	5
19057	Display and battery life should be better	3
19058	Camera is very wrost quality , i dont like it.Fave unlock is slow as compare to realme2pro. But design is good only.	2
19059	Excellent product... Amazing screen.. Good battery life... and Good camera.... worth to buy...	5
19060	Best phone in market	5
19061	Charging is not so good	5
19062	This phone is okk	3
19063	Phone is ok	3
19064	Well guys I will rate 3.5 star, let's see pros n cons:Pros- awesome screen display, good front camera specially wide angle mode, handy thanks to 18:9 aspect ratio.Cons: it's a heating machine specially if you are a multitasking, battery life is not good,back cover is made of plastic and looks cheap considering its a mid range smart phoneOverall it's good but not great	4
